Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 4401.02,17031440102,3633,-87.60116360,41.74093560,45.18053375196232,6.52029335854486,27.755102040816325,5.558589164138548,12.71,,89.0,,72.08,,76.25,,88.92416972433907,,31563.0,4217.629179331307,24739.0,3528.87537993921,42.22919937205651,6.478801890307775,64.89795918367346,9.499863592011192
Census tract,Tract 4402.01,17031440201,5054,-87.61007390,41.74820970,54.572940287226,11.128500544503382,34.05139833711262,7.507388055556506,12.38,,82.0,,72.08,,64.0,,89.72857277260326,,39897.0,7117.933130699088,23411.0,3474.772036474164,32.843691148775896,10.48353587265177,38.93395133256084,12.301551313306655
Census tract,Tract 4402.02,17031440202,3525,-87.60976200,41.74095990,32.86042944785276,5.803185781761409,48.581288343558285,4.997247744593011,14.22,,66.0,,65.82,,65.0,,76.65467118,,34651.0,3018.8449848024316,39698.0,3575.6838905775076,17.38627602158828,3.702818761356205,73.74005305039788,8.796502031395416
Census tract,Tract 4403,17031440300,4677,-87.61954240,41.74372120,24.545454545454547,6.706690472123173,58.77272727272727,9.511999723437667,12.23,,55.0,,72.08,,63.4,,72.36804967541632,,59227.0,7230.395136778116,41735.0,4222.492401215805,7.181818181818183,2.1713904388846768,35.98971722365039,12.530574921559452
Census tract,Tract 4406,17031440600,1996,-87.61913730,41.73267180,24.73173224322943,7.869256599721023,56.923863055697495,8.457499903699595,12.67,,53.0,,72.08,,77.0,,43.82585379621789,,68102.0,6485.714285714285,37151.0,6077.811550151976,11.394992335206949,3.296110698348273,34.195402298850574,5.8154076442756395
Census tract,Tract 4407,17031440700,1497,-87.60962940,41.73475140,36.06442577030812,9.966040419299887,48.94957983193277,14.985526293104762,11.25,,83.0,,70.28,,73.5,,81.72687929250165,,81705.0,28790.881458966564,32412.0,5229.787234042553,18.837535014005603,6.584742773476007,34.375,10.045933938740752
Census tract,Tract 4408,17031440800,1620,-87.60332800,41.73171140,55.28578654527061,13.906475497627111,30.39959534648457,4.349268739318907,12.5,,77.0,,72.08,,92.0,,98.3488569009314,,26890.0,6466.869300911854,18713.0,3134.3465045592707,52.44536940686785,12.94303485019871,27.898550724637683,9.968432277060618
Census tract,Tract 4409,17031440900,2462,-87.60900570,41.72866900,24.75896644812958,4.974357689943588,53.56729656768222,6.266048893114859,11.83,,84.0,,72.08,,70.0,,94.43268416596104,,56875.0,16070.516717325228,32924.0,3857.142857142857,23.139220979560356,5.035474262802129,39.75346687211093,12.42155239269776
Census tract,Tract 4503,17031450300,3252,-87.57908920,41.74194380,29.582210242587603,5.813937624301342,45.92318059299191,6.1255519844711905,14.0,,70.0,,72.08,,76.0,,84.16360899426098,,45869.0,8765.95744680851,30408.0,2689.3617021276596,15.532345013477087,4.540674867919949,44.589308996088654,9.839223800771247
Census tract,Tract 4601,17031460100,2840,-87.53672530,41.74783450,39.43002977456401,9.98846495084594,21.77796682262867,5.660106186123557,12.33,,81.0,,94.29,,87.0,,89.86499200301063,,42434.0,9371.42857142857,20860.0,2443.768996960486,25.47000895255148,5.6145433668998646,49.53917050691244,13.609910886835614
Census tract,Tract 4602,17031460200,1948,-87.54701010,41.74138720,43.98907103825137,12.20015223202657,41.80327868852459,8.69973129714264,10.92,,92.0,,56.34,,95.0,,97.40921065,,29022.0,2101.519756838906,20276.0,2961.094224924012,39.68109339407745,10.311254308570476,18.673647469458988,4.372311487297538
Census tract,Tract 4603.01,17031460301,2987,-87.55636730,41.74002640,27.23263506063947,7.661054538931853,27.74715178243293,8.479720140330711,12.72,,87.0,,72.08,,85.66666666666667,,88.25030576724056,,44464.0,12811.550151975684,26863.0,3456.5349544072947,27.636898199191474,8.236777604752119,34.43298969072165,12.42714202173142
Census tract,Tract 4603.02,17031460302,3282,-87.55738790,41.74708400,44.48473859171956,7.857227751140577,40.91870655787247,14.891968892918795,9.67,,91.0,,60.82,,81.0,,87.06251764041772,,48263.0,23870.516717325227,23458.0,2987.841945288754,24.932003626473254,7.149040183667576,17.435897435897434,9.739216413539493
Census tract,Tract 4604,17031460400,3411,-87.56369220,41.74449030,47.44563793555148,12.59428639522876,40.76499869007073,3.3752335288104303,10.96,,85.0,,72.08,,62.5,,88.80774296735346,,70169.0,17311.246200607904,31298.0,5582.978723404255,23.054755043227665,10.693430953488278,19.41923774954628,6.6929671980439505
Census tract,Tract 4605,17031460500,5400,-87.57260410,41.74688190,27.27089220831651,4.6628650838851575,51.19095680258378,8.465493821018667,12.26,,73.0,,72.08,,69.57142857142857,,60.99468435,,52768.0,3606.079027355623,45650.0,6320.9726443769,15.744852644327818,3.1113822103437268,49.24688932547478,7.7842262682540415
Census tract,Tract 4608,17031460800,3639,-87.55318420,41.73560050,61.89805027014329,9.435060224931872,18.93352125910265,2.3381884735338265,12.81,,87.86964424824721,,72.08,,78.5,,96.66008091071596,,36812.0,4380.547112462006,15670.0,1858.3586626139818,36.51936444885799,10.150491943103948,11.351351351351353,5.493546636615303
Census tract,Tract 4610,17031461000,1460,-87.54654240,41.72739250,55.67346938775511,6.1430279151776785,12.16326530612245,5.936573756965948,19.0,,35.0,,99.17,,61.0,,99.68129645,,14601.0,2638.2978723404253,13956.0,1120.3647416413373,42.69387755102041,3.6541107311297822,73.40241796200345,8.027259344514281
Census tract,Tract 4701,17031470100,2527,-87.59648940,41.72822070,53.77604166666666,5.553582880371011,30.90277777777778,8.440673049310096,12.83,,83.0,,72.08,,76.5,,92.69921912,,47054.0,8328.875379939209,30131.0,6193.920972644377,26.77951388888889,9.583464371652692,47.6882430647292,11.411811387240608
Census tract,Tract 4801,17031480100,2001,-87.57572920,41.73524100,19.306184012066367,2.010059181809432,58.773252890899954,4.618892072862221,15.17,,64.0,,72.08,,60.0,,62.95394674945903,,72625.0,6583.586626139818,43165.0,6729.4832826747715,15.482502651113467,6.440411991497877,36.61971830985916,10.105391401526363
Census tract,Tract 4802,17031480200,1103,-87.58988290,41.73512410,41.3022351797862,9.816958278687688,42.3712342079689,7.085108320897461,14.25,,65.0,,72.08,,77.5,,64.50747953711544,,52132.0,21370.82066869301,43939.0,6184.802431610942,19.047619047619047,6.4027963292862795,60.30303030303031,13.66629870231656
Census tract,Tract 4803,17031480300,1348,-87.58797250,41.72919400,44.5216049382716,12.211178196168314,35.18518518518518,4.749281328749149,14.58,,43.99999999999999,,72.08,,61.0,,91.45615768,,55772.0,5508.814589665653,30896.0,5650.455927051672,38.04012345679013,12.399253976196478,42.52199413489736,12.197478071596505
Census tract,Tract 4804,17031480400,5650,-87.57563850,41.72844980,12.634671890303622,2.49414095627273,63.761018609206666,9.454434118540062,12.71,,65.0,,72.08,,64.0,,49.683648508796686,,70232.0,8474.1641337386,48142.0,5666.261398176292,9.875621890547263,2.446963509591289,46.55505473277528,4.728897985100207
Census tract,Tract 4805,17031480500,2986,-87.55909110,41.72760010,36.77145884846344,6.120971978014422,30.271988696573647,9.407495582688103,14.36,,82.0,,97.21,,71.0,,90.13430238028036,,60700.0,25514.893617021276,30351.0,4695.440729483283,23.826585453242565,7.749399746473215,16.95108077360637,4.791129912502766
Census tract,Tract 4902,17031490200,3040,-87.61687420,41.72490950,18.999652657172632,5.757434314050193,49.3226814866273,6.5705956358374715,13.46,,75.29369250985546,,72.08,,77.66666666666667,,82.01265405964813,,60741.0,9336.77811550152,36078.0,3474.164133738602,11.535764375876578,5.365152152679923,41.19658119658119,7.0219620794487
Census tract,Tract 4905,17031490500,1995,-87.61319640,41.71793090,25.8751902587519,6.659503466010733,40.23338406900051,3.9294412647808024,14.83,,74.0,,72.08,,60.0,,40.09431743343682,,87917.0,9820.668693009118,41039.0,4313.069908814589,9.494030699260945,3.9361811255811343,37.94642857142857,7.343471093477752
Census tract,Tract 4906,17031490600,1443,-87.62833020,41.71797340,32.29166666666667,10.995731087403398,43.37797619047619,5.512879788457279,9.67,,85.0,,72.08,,74.0,,88.85478408128705,,71498.0,3698.480243161094,32385.0,4385.410334346505,13.020833333333334,7.169147144129512,55.16014234875445,20.795302788773178
Census tract,Tract 4907,17031490700,2656,-87.62836170,41.71073390,43.985565356856455,12.874391062759226,42.02085004009623,3.4620526130641327,12.22,,83.0,,72.08,,85.0,,92.03829146674192,,41667.0,12902.127659574468,21515.0,3034.6504559270516,30.112269446672013,12.873571338861018,23.11557788944724,7.319652436345648
Census tract,Tract 4908,17031490800,3502,-87.61534690,41.71069020,32.129862860341454,4.023844399520309,45.11614889448642,5.305337025434406,14.62,,84.0,,72.08,,83.6,,79.40540031987958,,65929.0,12138.601823708206,25739.0,3503.951367781155,3.238636363636364,1.2318499765286,23.510971786833856,6.373103421429081
Census tract,Tract 4909.01,17031490901,3403,-87.61626770,41.69605820,53.48078317621465,9.421192773557824,20.630891950688905,3.0905328977433983,13.56,,67.0,,72.08,,81.0,,96.22377457898205,,33398.0,2355.015197568389,19630.0,2896.656534954407,43.11094996374184,7.343853056318415,51.47058823529412,13.525579709333421
Census tract,Tract 4909.02,17031490902,4647,-87.61532620,41.70328010,27.746031746031747,2.4475628834675405,51.40740740740741,7.401988042636313,13.17,,73.0,,72.08,,71.0,,70.76629974597799,,76333.0,16457.14285714286,32783.0,2854.711246200608,22.989734816082123,5.806687382488618,34.51327433628318,6.8008364837761235
Census tract,Tract 4910,17031491000,3807,-87.62805360,41.69976250,48.974208675263775,9.203197338174846,22.450175849941385,3.413612145887791,12.97,,95.0,,72.08,,94.25,,94.01989839,,36915.0,14238.905775075988,19261.0,2526.4437689969604,37.36811254396248,6.779819564867259,41.86915887850468,13.367265546057691
Census tract,Tract 4911,17031491100,4079,-87.63769940,41.69975310,23.34998685248488,4.914360270743405,50.95976860373389,2.1114412136860596,12.7,,89.0,,72.08,,63.4,,60.17146486028789,,79444.0,8457.75075987842,32524.0,3030.3951367781156,6.082148499210111,2.4349193194896688,27.091136079900124,5.245480677632617
Census tract,Tract 4912,17031491200,2019,-87.63743830,41.68877650,41.504329004329,5.850366567871042,31.872294372294373,5.852682840467952,13.72,,80.0,,65.17,,80.66666666666667,,83.98838084485841,,57407.0,12435.258358662613,26130.0,2789.057750759878,18.281335522714837,5.244967344457057,16.234887737478413,1.4409647233750544
Census tract,Tract 4913,17031491300,2023,-87.62780360,41.68889690,50.99009900990099,6.58428060525219,26.633663366336634,6.216982504349786,13.12,,76.0,,72.08,,92.75,,96.18026154859346,,37745.0,9713.677811550151,18989.0,2511.854103343465,39.95049504950495,9.096514339522418,27.74566473988439,10.46029872560222
Census tract,Tract 4914,17031491400,2593,-87.61682150,41.68912320,34.55559984057393,8.846978209739827,36.98684734954165,8.776141751643767,15.56,,82.0,,72.08,,76.66666666666667,,85.81240003763288,,27381.0,8034.042553191489,24994.0,4453.495440729484,27.899561578318057,7.069775898168223,31.16591928251121,12.580542681573684
Census tract,Tract 5001,17031500100,3545,-87.59502870,41.71468400,21.687480962534263,5.975671041711309,58.60493451111788,8.173661514803916,13.08,,75.0,,72.08,,76.0,,67.53222316,,73780.0,13869.908814589666,36979.0,5739.817629179332,12.09259823332318,5.815186741512184,47.9559748427673,9.870550200212714
Census tract,Tract 5002,17031500200,1688,-87.60030860,41.70085520,54.38100621820238,6.69040872577064,34.200113058224986,7.352676145197245,12.0,,89.0,,72.08,,81.5,,76.01020792172359,,49028.0,7117.325227963525,21983.0,2462.0060790273556,15.756541524459614,5.946992829615837,40.81632653061224,11.737919602653802
Census tract,Tract 5003,17031500300,1587,-87.60536980,41.68931500,23.75886524822695,5.575341374818115,54.43262411347518,4.882353805863384,15.17,,60.0,,72.08,,72.5,,88.18562424,,52500.0,10107.598784194528,38934.0,5044.984802431611,29.196217494089836,7.392922848818213,45.68181818181819,12.337236994352674
Census tract,Tract 5101,17031510100,3231,-87.55007480,41.71262130,27.165228507510385,7.302656340550483,49.95206136145733,3.606368350200134,13.5,,70.0,,98.22,,83.0,,67.47224574,,72543.0,8651.063829787234,30763.0,3291.793313069909,16.002570694087403,8.210781199354978,18.38235294117647,8.955429279504909
Census tract,Tract 5102,17031510200,2922,-87.56004950,41.71426510,36.44891122278057,8.56398986981055,32.12730318257957,2.4164583481249515,12.06,,94.0,,72.08,,85.33333333333333,,85.08796688305578,,68056.0,21159.87841945289,30010.0,3795.744680851064,17.98994974874372,8.344556491814396,18.263473053892216,3.099636350446462
Census tract,Tract 5103,17031510300,4850,-87.57497710,41.71573730,50.48342541436463,13.351870307820054,31.146408839779006,2.6828348274943274,13.79,,76.0,,72.08,,92.25,,93.91523191,,36232.0,5753.799392097264,20146.0,2739.209726443769,40.17193308550186,13.088750598254558,27.54367934224049,8.281950288968073
Census tract,Tract 5201,17031520100,1745,-87.52943250,41.72111840,34.2511013215859,3.413099128947848,25.715859030837,0.7096565315540817,16.0,,78.0,,99.55,,83.0,,97.57032647,,46786.0,8068.693009118541,17393.0,2516.1094224924013,22.962555066079297,7.662880730188763,10.038610038610038,4.747854204501418
Census tract,Tract 5202,17031520200,3338,-87.54069130,41.71230870,50.3299856527977,6.797879278597554,25.53802008608321,5.233038734931154,11.39,,82.0,,99.27,,89.0,,97.65147238686612,,47436.0,17032.218844984804,21087.0,2489.969604863222,37.28473019517796,7.376475361415746,29.87012987012987,12.041886106584851
Census tract,Tract 5203,17031520300,5675,-87.53956290,41.70111390,35.1794705213578,4.429033646307547,39.954523306805264,3.62492864022529,13.38,,86.0,,72.08,,80.25,,79.04788785398438,,60639.0,6587.234042553191,23245.0,1652.2796352583587,14.484319430973166,4.79020805465876,26.029411764705884,9.153881788457129
Census tract,Tract 5204,17031520400,4055,-87.53070290,41.70300800,26.24686542212316,3.393723378084524,57.56478127612148,13.998223293711092,15.35,,61.05872432009237,,72.08,,79.25,,86.56858594411516,,50751.0,3564.1337386018236,26548.0,2355.6231003039516,23.683477291724717,4.969251553502637,36.48,9.723293688869395
Census tract,Tract 5205,17031520500,4420,-87.53087190,41.69311580,21.78076609616952,3.4421581114211417,51.38549307253464,3.698461917862021,13.17,,22.0,,72.08,,62.0,,72.18458933107536,,90651.0,10601.823708206686,38116.0,3612.158054711246,11.104319478402608,4.183699047708017,16.05263157894737,5.9449959768902785
Census tract,Tract 5206,17031520600,2530,-87.54040000,41.68952040,25.130111524163567,3.6912435298258903,59.25650557620818,9.876324343009559,14.83,,48.0,,72.08,,71.0,,83.55677862451783,,75417.0,21060.18237082067,27834.0,2524.6200607902733,12.1716611172771,3.390742150214058,15.0,4.396964845501372
Census tract,Tract 5301,17031530100,2197,-87.61793950,41.68185220,35.33969010727056,7.085184963382125,27.532777115613825,7.079835825332323,15.08,,85.0,,72.08,,96.0,,98.19950136,,30283.0,9821.884498480244,20804.0,3541.033434650456,26.6388557806913,7.541561938872261,50.88062622309197,11.390695642214759
Census tract,Tract 5302,17031530200,4128,-87.63239540,41.68156120,50.56893358031225,6.602156790271581,24.001058481079653,4.880660987193789,13.73,,83.0,,64.32,,89.0,,91.10570138300876,,43800.0,12597.568389057751,21262.0,1900.9118541033436,18.788039163799947,4.74392733334514,32.73480662983425,7.634664148702691
Census tract,Tract 5303,17031530300,3964,-87.65175240,41.68131440,39.20160827110856,10.445910072910532,44.88799540493969,5.354856460373819,14.08,,61.0,,67.83,,78.0,,65.63764229936965,,69177.0,12426.747720364741,31476.0,3709.4224924012155,10.683515221137275,3.207669809301501,43.763440860215056,7.340575681742524
Census tract,Tract 5304,17031530400,2059,-87.65152670,41.67403970,41.15128449096099,1.8066096471974011,40.48525214081827,7.820281714031563,13.42,,82.0,,71.53,,74.5,,78.94204534763384,,63750.0,15812.158054711246,27693.0,2846.808510638298,29.923882017126544,5.2047593381019075,25.617283950617285,8.57791577959188
Census tract,Tract 5305.01,17031530501,4514,-87.63216600,41.67427800,54.39252336448598,6.988147588885029,23.857264231096007,6.350176301324775,13.58,,85.0,,70.98,,85.5,,99.20265311882584,,44292.0,16758.662613981764,21037.0,5595.744680851064,48.55540448674371,13.556926513296625,44.76987447698745,11.974769720509924
Census tract,Tract 5305.02,17031530502,1570,-87.62502510,41.66607960,26.217228464419478,8.800315506941129,47.79026217228464,12.815974137791956,11.17,,92.0,,72.08,,72.0,,76.09605795465237,,76500.0,18248.024316109422,31980.0,4441.945288753799,23.44569288389513,8.870252896396657,27.755102040816325,5.571740469884702
Census tract,Tract 5305.03,17031530503,4898,-87.63753560,41.66420390,37.48636859323882,6.277758316709357,46.455834242093786,4.083303696770072,14.03,,84.95249142456979,,72.08,,83.66666666666667,,76.47003481042431,,52857.0,2345.896656534954,26593.0,3850.4559270516716,13.90403489640131,2.9796038171629573,30.663329161451813,6.826028052087861
Census tract,Tract 5306,17031530600,2774,-87.61914580,41.67008820,47.97709923664122,0.5978015311118682,32.93893129770992,6.621198348173229,13.67,,87.0,,72.08,,86.0,,73.2771192,,66974.0,11859.574468085106,28123.0,2831.61094224924,17.137330754352032,4.880584397796321,24.200913242009133,9.93599394052566
Census tract,Tract 5401.01,17031540101,4324,-87.59936890,41.65072030,73.82746051032807,3.615214092864777,12.831105710814096,3.6353883222555035,13.38,,82.0,,71.5,,96.0,,99.48842788597234,,13585.0,4438.905775075988,12034.0,1716.7173252279636,60.8505467800729,7.247884776412508,75.30120481927712,5.873257070381463
